vehicle_id,timestamp,latitude,longitude,speed_kmh
V1,2025-06-03 12:08:08,-23.590684,-46.607692,10
V1,2025-06-03 12:09:09,-23.516347,-46.663622,19
V1,2025-06-03 12:10:10,-23.502904,-46.699599,72
V1,2025-06-03 12:11:11,-23.573965,-46.695738,49
V1,2025-06-03 12:12:12,-23.510778,-46.696866,58
V1,2025-06-03 12:13:13,-23.594321,-46.636603,107
V1,2025-06-03 12:14:14,-23.536404,-46.689778,88
V1,2025-06-03 12:15:15,-23.587179,-46.601156,0
V1,2025-06-03 12:16:16,-23.550214,-46.606347,33
V1,2025-06-03 12:17:17,-23.555088,-46.656631,85
V1,2025-06-03 12:18:18,-23.577711,-46.650029,18
V1,2025-06-03 12:19:19,-23.509593,-46.640293,108
V1,2025-06-03 12:20:20,-23.589188,-46.639177,115
V1,2025-06-03 12:21:21,-23.579997,-46.671754,24
V1,2025-06-03 12:22:22,-23.594817,-46.624434,7
V1,2025-06-03 12:23:23,-23.576609,-46.630706,11
V1,2025-06-03 12:24:24,-23.536386,-46.690198,83
V1,2025-06-03 12:25:25,-23.568046,-46.69465,21
V1,2025-06-03 12:26:26,-23.563514,-46.685063,75
V1,2025-06-03 12:27:27,-23.572787,-46.631877,87
V1,2025-06-03 12:28:28,-23.531405,-46.668695,97
V1,2025-06-03 12:29:29,-23.536134,-46.602581,68
V1,2025-06-03 12:30:30,-23.522709,-46.686477,23
V1,2025-06-03 12:31:31,-23.502465,-46.625009,22
V1,2025-06-03 12:32:32,-23.532378,-46.666587,107
V1,2025-06-03 12:33:33,-23.590079,-46.642528,70
V1,2025-06-03 12:34:34,-23.573845,-46.659193,89
V1,2025-06-03 12:35:35,-23.528074,-46.678885,71
V1,2025-06-03 12:36:36,-23.542589,-46.606319,84
V1,2025-06-03 12:37:37,-23.501102,-46.64443,85
V1,2025-06-03 12:38:38,-23.529039,-46.692448,73
V1,2025-06-03 12:39:39,-23.534012,-46.654661,65
V1,2025-06-03 12:40:40,-23.519502,-46.649144,20
V1,2025-06-03 12:41:41,-23.571409,-46.669365,103
V1,2025-06-03 12:42:42,-23.558451,-46.618704,8
V1,2025-06-03 12:43:43,-23.592554,-46.667909,26
V1,2025-06-03 12:44:44,-23.510229,-46.695193,42
V1,2025-06-03 12:45:45,-23.569394,-46.652496,18
V1,2025-06-03 12:46:46,-23.513338,-46.652991,94
V1,2025-06-03 12:47:47,-23.56777,-46.68053,115
V1,2025-06-03 12:48:48,-23.530997,-46.630481,30
V1,2025-06-03 12:49:49,-23.541343,-46.671012,69
V1,2025-06-03 12:50:50,-23.534215,-46.61549,41
V1,2025-06-03 12:51:51,-23.542699,-46.669054,17
V1,2025-06-03 12:52:52,-23.526081,-46.683356,38
V1,2025-06-03 12:53:53,-23.597027,-46.684895,96
V1,2025-06-03 12:54:54,-23.576013,-46.6037,79
V1,2025-06-03 12:55:55,-23.549273,-46.639145,0
V1,2025-06-03 12:56:56,-23.513286,-46.605405,41
V1,2025-06-03 12:57:57,-23.552703,-46.642379,9
V1,2025-06-03 12:58:58,-23.504581,-46.674712,41
V1,2025-06-03 12:59:59,-23.502381,-46.698492,68
V1,2025-06-03 12:00:00,-23.543058,-46.606665,85
V1,2025-06-03 12:01:01,-23.518779,-46.626689,68
V1,2025-06-03 12:02:02,-23.540044,-46.69589,62
V1,2025-06-03 12:03:03,-23.582337,-46.656747,39
V1,2025-06-03 12:04:04,-23.507596,-46.678811,92
V1,2025-06-03 12:05:05,-23.57922,-46.645643,104
V1,2025-06-03 12:06:06,-23.565528,-46.642499,112
V1,2025-06-03 12:07:07,-23.576841,-46.681032,76
V1,2025-06-03 12:08:08,-23.554359,-46.609642,116
V1,2025-06-03 12:09:09,-23.560862,-46.692044,82
V1,2025-06-03 12:10:10,-23.592496,-46.602746,75
V1,2025-06-03 12:11:11,-23.583876,-46.620887,62
V1,2025-06-03 12:12:12,-23.53502,-46.651497,66
V1,2025-06-03 12:13:13,-23.551882,-46.634047,70
V1,2025-06-03 12:14:14,-23.570561,-46.640462,27
V1,2025-06-03 12:15:15,-23.576883,-46.640211,88
V1,2025-06-03 12:16:16,-23.519024,-46.673863,92
V1,2025-06-03 12:17:17,-23.533498,-46.623003,80
V1,2025-06-03 12:18:18,-23.503479,-46.61029,88
V1,2025-06-03 12:19:19,-23.542788,-46.699569,0
V1,2025-06-03 12:20:20,-23.572595,-46.663236,91
V1,2025-06-03 12:21:21,-23.541491,-46.670256,73
V1,2025-06-03 12:22:22,-23.575424,-46.62192,40
V1,2025-06-03 12:23:23,-23.511736,-46.683989,65
V1,2025-06-03 12:24:24,-23.521933,-46.654531,24
V1,2025-06-03 12:25:25,-23.573385,-46.652352,105
V1,2025-06-03 12:26:26,-23.566077,-46.600061,37
V1,2025-06-03 12:27:27,-23.559019,-46.654356,42
V1,2025-06-03 12:28:28,-23.523874,-46.622504,20
V1,2025-06-03 12:29:29,-23.529169,-46.638794,65
V1,2025-06-03 12:30:30,-23.585687,-46.65629,23
V1,2025-06-03 12:31:31,-23.54662,-46.678439,119
V1,2025-06-03 12:32:32,-23.556492,-46.615112,58
V1,2025-06-03 12:33:33,-23.595199,-46.682842,111
V1,2025-06-03 12:34:34,-23.535029,-46.646144,1
V1,2025-06-03 12:35:35,-23.577094,-46.67691,114
V1,2025-06-03 12:36:36,-23.529919,-46.665452,80
V1,2025-06-03 12:37:37,-23.518615,-46.624331,118
V1,2025-06-03 12:38:38,-23.5233,-46.685435,15
V1,2025-06-03 12:39:39,-23.578836,-46.607654,93
V1,2025-06-03 12:40:40,-23.533225,-46.623577,98
V1,2025-06-03 12:41:41,-23.560216,-46.68021,45
V1,2025-06-03 12:42:42,-23.505618,-46.620174,52
V1,2025-06-03 12:43:43,-23.51367,-46.670918,41
V1,2025-06-03 12:44:44,-23.585623,-46.631162,9
V1,2025-06-03 12:45:45,-23.533408,-46.614571,77
V1,2025-06-03 12:46:46,-23.52837,-46.646288,47
V1,2025-06-03 12:47:47,-23.527623,-46.698164,21
V1,2025-06-03 12:48:48,-23.51773,-46.678963,9
V1,2025-06-03 12:49:49,-23.578547,-46.684471,75
V1,2025-06-03 12:50:50,-23.503803,-46.666803,55
V1,2025-06-03 12:51:51,-23.567695,-46.647388,59
V1,2025-06-03 12:52:52,-23.527832,-46.627729,15
V1,2025-06-03 12:53:53,-23.500078,-46.636142,77
V1,2025-06-03 12:54:54,-23.552226,-46.64037,44
V1,2025-06-03 12:55:55,-23.531196,-46.698966,94
V1,2025-06-03 12:56:56,-23.583593,-46.606119,111
V1,2025-06-03 12:57:57,-23.546245,-46.680402,2
V1,2025-06-03 12:58:58,-23.575833,-46.684897,72
V1,2025-06-03 12:59:59,-23.535487,-46.62557,6
V1,2025-06-03 12:00:00,-23.552071,-46.678906,45
V1,2025-06-03 12:01:01,-23.531209,-46.673045,10
V1,2025-06-03 12:02:02,-23.535478,-46.628447,28
V1,2025-06-03 12:03:03,-23.558845,-46.618457,80
V1,2025-06-03 12:04:04,-23.515551,-46.627855,52
V1,2025-06-03 12:05:05,-23.53554,-46.656537,93
V1,2025-06-03 12:06:06,-23.572474,-46.641407,106
V1,2025-06-03 12:07:07,-23.542373,-46.645893,80
V1,2025-06-03 12:08:08,-23.585936,-46.689609,23
V1,2025-06-03 12:09:09,-23.518503,-46.665565,87
V1,2025-06-03 12:10:10,-23.525888,-46.624596,5
V1,2025-06-03 12:11:11,-23.532146,-46.689499,17
V1,2025-06-03 12:12:12,-23.560708,-46.633139,70
V1,2025-06-03 12:13:13,-23.573872,-46.667208,42
V1,2025-06-03 12:14:14,-23.531141,-46.605675,105
V1,2025-06-03 12:15:15,-23.554577,-46.650742,109
V1,2025-06-03 12:16:16,-23.553584,-46.679901,52
V1,2025-06-03 12:17:17,-23.588039,-46.691786,38
V1,2025-06-03 12:18:18,-23.576554,-46.637023,100
V1,2025-06-03 12:19:19,-23.561185,-46.657929,102
V1,2025-06-03 12:20:20,-23.506849,-46.693199,94
V1,2025-06-03 12:21:21,-23.572173,-46.697126,44
V1,2025-06-03 12:22:22,-23.552428,-46.66708,98
V1,2025-06-03 12:23:23,-23.543383,-46.683544,37
V1,2025-06-03 12:24:24,-23.582902,-46.612081,95
V1,2025-06-03 12:25:25,-23.52822,-46.63606,58
V1,2025-06-03 12:26:26,-23.525487,-46.650489,24
V1,2025-06-03 12:27:27,-23.591836,-46.60929,111
V1,2025-06-03 12:28:28,-23.582278,-46.677211,44
V1,2025-06-03 12:29:29,-23.583671,-46.67841,22
V1,2025-06-03 12:30:30,-23.598354,-46.614008,75
V1,2025-06-03 12:31:31,-23.591235,-46.65828,85
V1,2025-06-03 12:32:32,-23.539952,-46.655752,40
V1,2025-06-03 12:33:33,-23.56837,-46.698136,41
V1,2025-06-03 12:34:34,-23.564649,-46.659939,51
V1,2025-06-03 12:35:35,-23.549019,-46.62524,8
V1,2025-06-03 12:36:36,-23.560239,-46.602312,39
V1,2025-06-03 12:37:37,-23.50485,-46.612553,105
V1,2025-06-03 12:38:38,-23.583878,-46.607168,64
V1,2025-06-03 12:39:39,-23.508477,-46.692649,94
V1,2025-06-03 12:40:40,-23.514778,-46.608295,65
V1,2025-06-03 12:41:41,-23.565199,-46.697254,73
V1,2025-06-03 12:42:42,-23.509983,-46.642941,95
V1,2025-06-03 12:43:43,-23.506932,-46.64237,61
V1,2025-06-03 12:44:44,-23.560597,-46.66469,26
V1,2025-06-03 12:45:45,-23.554352,-46.665796,14
V1,2025-06-03 12:46:46,-23.537202,-46.691952,60
V1,2025-06-03 12:47:47,-23.515199,-46.613421,41
V1,2025-06-03 12:48:48,-23.581246,-46.65288,110
V1,2025-06-03 12:49:49,-23.554335,-46.667702,118
V1,2025-06-03 12:50:50,-23.540578,-46.614604,23
V1,2025-06-03 12:51:51,-23.576677,-46.676868,47
V1,2025-06-03 12:52:52,-23.546515,-46.6664,60
V1,2025-06-03 12:53:53,-23.561181,-46.654367,114
V1,2025-06-03 12:54:54,-23.537723,-46.661503,85
V1,2025-06-03 12:55:55,-23.515484,-46.668053,23
V1,2025-06-03 12:56:56,-23.524612,-46.666478,52
V1,2025-06-03 12:57:57,-23.546474,-46.672151,32
V1,2025-06-03 12:58:58,-23.565968,-46.600164,99
V1,2025-06-03 12:59:59,-23.557933,-46.648141,4
V1,2025-06-03 12:00:00,-23.577941,-46.678807,87
V1,2025-06-03 12:01:01,-23.553559,-46.611174,66
V1,2025-06-03 12:02:02,-23.544222,-46.664951,7
V1,2025-06-03 12:03:03,-23.52003,-46.679546,98
V1,2025-06-03 12:04:04,-23.596045,-46.65961,110
V1,2025-06-03 12:05:05,-23.590519,-46.680706,4
V1,2025-06-03 12:06:06,-23.581319,-46.66536,58
V1,2025-06-03 12:07:07,-23.512102,-46.615652,98
V1,2025-06-03 12:08:08,-23.559656,-46.677134,75
V1,2025-06-03 12:09:09,-23.555736,-46.669314,113
V1,2025-06-03 12:10:10,-23.52091,-46.68322,0
V1,2025-06-03 12:11:11,-23.552015,-46.656112,89
V1,2025-06-03 12:12:12,-23.578021,-46.644883,3
V1,2025-06-03 12:13:13,-23.510042,-46.604162,80
V1,2025-06-03 12:14:14,-23.509853,-46.68435,87
V1,2025-06-03 12:15:15,-23.593806,-46.672246,15
V1,2025-06-03 12:16:16,-23.548628,-46.625476,108
V1,2025-06-03 12:17:17,-23.508898,-46.61789,105
V1,2025-06-03 12:18:18,-23.501086,-46.664856,67
V1,2025-06-03 12:19:19,-23.597287,-46.655011,94
V1,2025-06-03 12:20:20,-23.586785,-46.623585,69
V1,2025-06-03 12:21:21,-23.519568,-46.633745,62
V1,2025-06-03 12:22:22,-23.573087,-46.684045,61
V1,2025-06-03 12:23:23,-23.503715,-46.693247,115
V1,2025-06-03 12:24:24,-23.526644,-46.69143,102
V1,2025-06-03 12:25:25,-23.504268,-46.604915,92
V1,2025-06-03 12:26:26,-23.591488,-46.696057,53
V1,2025-06-03 12:27:27,-23.573924,-46.687239,6
V1,2025-06-03 12:28:28,-23.571095,-46.611365,106
V1,2025-06-03 12:29:29,-23.528323,-46.687302,46
V1,2025-06-03 12:30:30,-23.591115,-46.672102,8
V1,2025-06-03 12:31:31,-23.5333,-46.688186,14
V1,2025-06-03 12:32:32,-23.584014,-46.635217,113
V1,2025-06-03 12:33:33,-23.577353,-46.642169,25
V1,2025-06-03 12:34:34,-23.573021,-46.606136,12
V1,2025-06-03 12:35:35,-23.510172,-46.613875,45
V1,2025-06-03 12:36:36,-23.59659,-46.646427,77
V1,2025-06-03 12:37:37,-23.506882,-46.698742,51
V1,2025-06-03 12:38:38,-23.569597,-46.656266,115
V1,2025-06-03 12:39:39,-23.589405,-46.646231,115
V1,2025-06-03 12:40:40,-23.579216,-46.671544,56
V1,2025-06-03 12:41:41,-23.583894,-46.677875,11
V1,2025-06-03 12:42:42,-23.574663,-46.626021,103
V1,2025-06-03 12:43:43,-23.530881,-46.61264,40
V1,2025-06-03 12:44:44,-23.517315,-46.660302,53
V1,2025-06-03 12:45:45,-23.543058,-46.676344,72
V1,2025-06-03 12:46:46,-23.535714,-46.610241,65
V1,2025-06-03 12:47:47,-23.540797,-46.659678,104
V1,2025-06-03 12:48:48,-23.533605,-46.628635,32
V1,2025-06-03 12:49:49,-23.565795,-46.688501,20
V1,2025-06-03 12:50:50,-23.561427,-46.643355,71
V1,2025-06-03 12:51:51,-23.544878,-46.620279,41
V1,2025-06-03 12:52:52,-23.565646,-46.693871,37
V1,2025-06-03 12:53:53,-23.53385,-46.696234,52
V1,2025-06-03 12:54:54,-23.580582,-46.611277,40
V1,2025-06-03 12:55:55,-23.562227,-46.658502,54
V1,2025-06-03 12:56:56,-23.587063,-46.693082,77
V1,2025-06-03 12:57:57,-23.543009,-46.619893,100
V1,2025-06-03 12:58:58,-23.512609,-46.686065,17
V1,2025-06-03 12:59:59,-23.574626,-46.610108,27
V1,2025-06-03 12:00:00,-23.568563,-46.656683,46
V1,2025-06-03 12:01:01,-23.517318,-46.615678,38
V1,2025-06-03 12:02:02,-23.599928,-46.619882,9
V1,2025-06-03 12:03:03,-23.525626,-46.611378,4
V1,2025-06-03 12:04:04,-23.554937,-46.601817,27
V1,2025-06-03 12:05:05,-23.593667,-46.684459,97
V1,2025-06-03 12:06:06,-23.526778,-46.660627,103
V1,2025-06-03 12:07:07,-23.516049,-46.609076,59
V1,2025-06-03 12:08:08,-23.586309,-46.626617,112
V1,2025-06-03 12:09:09,-23.507048,-46.690575,21
V1,2025-06-03 12:10:10,-23.56331,-46.637678,53
V1,2025-06-03 12:11:11,-23.591635,-46.663507,39
V1,2025-06-03 12:12:12,-23.598795,-46.691406,65
V1,2025-06-03 12:13:13,-23.560001,-46.682075,21
V1,2025-06-03 12:14:14,-23.504123,-46.657263,73
V1,2025-06-03 12:15:15,-23.589113,-46.644601,86
V1,2025-06-03 12:16:16,-23.593584,-46.627484,100
V1,2025-06-03 12:17:17,-23.537674,-46.600167,5
V1,2025-06-03 12:18:18,-23.568337,-46.659335,36
V1,2025-06-03 12:19:19,-23.516597,-46.615772,23
V1,2025-06-03 12:20:20,-23.564228,-46.624438,109
V1,2025-06-03 12:21:21,-23.538424,-46.615285,64
V1,2025-06-03 12:22:22,-23.574645,-46.630543,17
V1,2025-06-03 12:23:23,-23.552209,-46.639326,118
V1,2025-06-03 12:24:24,-23.553992,-46.63476,96
V1,2025-06-03 12:25:25,-23.526501,-46.684758,70
V1,2025-06-03 12:26:26,-23.584359,-46.620625,37
V1,2025-06-03 12:27:27,-23.519459,-46.600145,52
V1,2025-06-03 12:28:28,-23.547763,-46.664369,116
V1,2025-06-03 12:29:29,-23.536247,-46.648022,68
V1,2025-06-03 12:30:30,-23.580739,-46.629431,75
V1,2025-06-03 12:31:31,-23.594038,-46.698139,53
V1,2025-06-03 12:32:32,-23.584915,-46.629923,108
V1,2025-06-03 12:33:33,-23.571042,-46.686203,33
V1,2025-06-03 12:34:34,-23.597116,-46.624058,53
V1,2025-06-03 12:35:35,-23.595527,-46.644967,31
V1,2025-06-03 12:36:36,-23.538998,-46.669642,43
V1,2025-06-03 12:37:37,-23.500809,-46.642515,114
V1,2025-06-03 12:38:38,-23.562687,-46.654501,26
V1,2025-06-03 12:39:39,-23.561174,-46.664897,81
V1,2025-06-03 12:40:40,-23.591568,-46.674123,48
V1,2025-06-03 12:41:41,-23.551052,-46.660304,46
V1,2025-06-03 12:42:42,-23.573877,-46.664446,70
V1,2025-06-03 12:43:43,-23.589968,-46.65236,36
